,Ticker_Symbol,Years,Period_Ending, Total _Revenue ,Revenue,COGS ," Sales, General and Admin. ",R&D,,, Other_Operating_expense,GICS_Sector,GICS_Sub_Industry,,,Column1,,,,,
1488,SYMC,Year 3,04-03-2015," $3,956,000,000 ",3956000000.00," $727,000,000 "," $2,012,000,000 "," $812,000,000 "," 812,000,000 "," 812,000,000 "," $87,000,000 ",Information Technology,Application Software,,,,,," 812,000,000 ",,
1489,SYMC,Year 4,04-01-2016," $3,600,000,000 ",3600000000.00," $615,000,000 "," $1,587,000,000 "," $748,000,000 "," 748,000,000 "," 748,000,000 "," $57,000,000 ",Information Technology,Application Software,,,,,," 748,000,000 ",,
1490,SYY,Year 1,6/29/2013," $44,411,233,000 ",44411233000.00," $36,414,626,000 "," $6,338,129,000 ", $-   , -   ,    , $-   ,Consumer Staples,Food Distributors,,,,,,    ,,
1491,SYY,Year 2,6/28/2014," $46,516,712,000 ",46516712000.00," $38,335,677,000 ", $-   , $-   , -   ,    , $-   ,Consumer Staples,Food Distributors,,,,,,    ,,
1492,SYY,Year 3,6/27/2015," $48,680,752,000 ",48680752000.00," $40,129,236,000 ", $-   , $-   , -   ,    , $-   ,Consumer Staples,Food Distributors,,,,,,    ,,
1493,SYY,Year 4,07-02-2016," $50,366,919,000 ",50366919000.00," $41,326,447,000 ", $-   , $-   , -   ,    , $-   ,Consumer Staples,Food Distributors,,,,,,    ,,
1494,T,Year 1,12/31/2012," $127,434,000,000 ",127434000000.00," $55,228,000,000 "," $41,066,000,000 ", $-   , -   ,    ," $18,143,000,000 ",Telecommunications Services,Integrated Telecommunications Services,,,,,,    ,,
1495,T,Year 2,12/31/2013," $128,752,000,000 ",128752000000.00," $51,191,000,000 "," $28,414,000,000 ", $-   , -   ,    ," $18,395,000,000 ",Telecommunications Services,Integrated Telecommunications Services,,,,,,    ,,
1496,T,Year 3,12/31/2014," $132,447,000,000 ",132447000000.00," $60,145,000,000 "," $41,817,000,000 ", $-   , -   ,    ," $18,273,000,000 ",Telecommunications Services,Integrated Telecommunications Services,,,,,,    ,,
1497,T,Year 4,12/31/2015," $146,801,000,000 ",146801000000.00," $67,046,000,000 "," $32,954,000,000 ", $-   , -   ,    ," $22,016,000,000 ",Telecommunications Services,Integrated Telecommunications Services,,,,,,    ,,
1498,TAP,Year 1,12/31/2013," $4,206,100,000 ",4206100000.00," $2,545,600,000 "," $1,193,800,000 ", $-   , -   ,    , $-   ,Consumer Staples,Brewers,,,,,,    ,,
1499,TAP,Year 2,12/31/2014," $4,146,300,000 ",4146300000.00," $2,493,300,000 "," $1,163,900,000 ", $-   , -   ,    , $-   ,Consumer Staples,Brewers,,,,,,    ,,
1500,TAP,Year 3,12/31/2015," $3,567,500,000 ",3567500000.00," $2,163,500,000 "," $1,051,800,000 ", $-   , -   ,    , $-   ,Consumer Staples,Brewers,,,,,,    ,,
1501,TAP,Year 4,12/31/2016," $4,885,000,000 ",4885000000.00," $3,003,100,000 "," $1,597,300,000 ", $-   , -   ,    , $-   ,Consumer Staples,Brewers,,,,,,    ,,
1502,TDC,Year 1,12/31/2012," $2,665,000,000 ",2665000000.00," $1,174,000,000 "," $728,000,000 "," $183,000,000 "," 183,000,000 "," 183,000,000 ", $-   ,Information Technology,Application Software,,,,,," 183,000,000 ",,
1503,TDC,Year 2,12/31/2013," $2,692,000,000 ",2692000000.00," $1,219,000,000 "," $757,000,000 "," $184,000,000 "," 184,000,000 "," 184,000,000 ", $-   ,Information Technology,Application Software,,,,,," 184,000,000 ",,
1504,TDC,Year 3,12/31/2014," $2,732,000,000 ",2732000000.00," $1,253,000,000 "," $770,000,000 "," $206,000,000 "," 206,000,000 "," 206,000,000 ", $-   ,Information Technology,Application Software,,,,,," 206,000,000 ",,
1505,TDC,Year 4,12/31/2015," $2,530,000,000 ",2530000000.00," $1,254,000,000 "," $765,000,000 "," $228,000,000 "," 228,000,000 "," 228,000,000 ", $-   ,Information Technology,Application Software,,,,,," 228,000,000 ",,
1506,TDG,Year 1,9/30/2013," $1,924,400,000 ",1924400000.00," $874,838,000 "," $254,468,000 ", $-   , -   ,    ," $45,639,000 ",Industrials,Aerospace & Defense,,,,,,    ,,
1507,TDG,Year 2,9/30/2014," $2,372,906,000 ",2372906000.00," $1,105,032,000 "," $276,446,000 ", $-   , -   ,    ," $63,608,000 ",Industrials,Aerospace & Defense,,,,,,    ,,
1508,TDG,Year 3,9/30/2015," $2,707,115,000 ",2707115000.00," $1,257,270,000 "," $321,624,000 ", $-   , -   ,    ," $54,219,000 ",Industrials,Aerospace & Defense,,,,,,    ,,
1509,TDG,Year 4,9/30/2016," $3,171,411,000 ",3171411000.00," $1,443,348,000 "," $382,858,000 ", $-   , -   ,    ," $77,445,000 ",Industrials,Aerospace & Defense,,,,,,    ,,
1510,TEL,Year 1,9/27/2013," $11,390,000,000 ",11390000000.00," $7,739,000,000 "," $1,440,000,000 "," $590,000,000 "," 590,000,000 "," 590,000,000 ", $-   ,Information Technology,Electronic Manufacturing Services,,,,,," 590,000,000 ",,
1511,TEL,Year 2,9/26/2014," $11,973,000,000 ",11973000000.00," $8,001,000,000 "," $1,534,000,000 "," $583,000,000 "," 583,000,000 "," 583,000,000 ", $-   ,Information Technology,Electronic Manufacturing Services,,,,,," 583,000,000 ",,
1512,TEL,Year 3,9/25/2015," $12,233,000,000 ",12233000000.00," $8,146,000,000 "," $1,504,000,000 "," $627,000,000 "," 627,000,000 "," 627,000,000 ", $-   ,Information Technology,Electronic Manufacturing Services,,,,,," 627,000,000 ",,
1513,TEL,Year 4,9/30/2016," $12,238,000,000 ",12238000000.00," $8,205,000,000 "," $1,463,000,000 "," $644,000,000 "," 644,000,000 "," 644,000,000 ", $-   ,Information Technology,Electronic Manufacturing Services,,,,,," 644,000,000 ",,
1514,TGNA,Year 1,12/30/2012," $5,353,197,000 ",5353197000.00," $2,943,847,000 "," $1,303,427,000 ", $-   , -   ,    ," $194,039,000 ",Consumer Discretionary,Publishing,,,,,,    ,,
1515,TGNA,Year 2,12/29/2013," $1,603,123,000 ",1603123000.00," $662,769,000 "," $531,932,000 ", $-   , -   ,    ," $74,833,000 ",Consumer Discretionary,Publishing,,,,,,    ,,
1516,TGNA,Year 3,12/31/2014," $2,626,141,000 ",2626141000.00," $954,990,000 "," $766,854,000 ", $-   , -   ,    ," $151,837,000 ",Consumer Discretionary,Publishing,,,,,,    ,,
1517,TGNA,Year 4,12/31/2015," $3,050,945,000 ",3050945000.00," $923,336,000 "," $1,068,221,000 ", $-   , -   ,    ," $205,087,000 ",Consumer Discretionary,Publishing,,,,,,    ,,
1518,TGT,Year 1,02-02-2013," $73,301,000,000 ",73301000000.00," $50,568,000,000 "," $15,110,000,000 ", $-   , -   ,    ," $2,044,000,000 ",Consumer Discretionary,General Merchandise Stores,,,,,,    ,,
1519,TGT,Year 2,02-01-2014," $71,279,000,000 ",71279000000.00," $50,039,000,000 "," $14,465,000,000 ", $-   , -   ,    ," $1,996,000,000 ",Consumer Discretionary,General Merchandise Stores,,,,,,    ,,
1520,TGT,Year 3,1/31/2015," $72,618,000,000 ",72618000000.00," $51,278,000,000 "," $14,676,000,000 ", $-   , -   ,    ," $2,129,000,000 ",Consumer Discretionary,General Merchandise Stores,,,,,,    ,,
1521,TGT,Year 4,1/30/2016," $73,785,000,000 ",73785000000.00," $51,997,000,000 "," $14,665,000,000 ", $-   , -   ,    ," $2,213,000,000 ",Consumer Discretionary,General Merchandise Stores,,,,,,    ,,
1522,TIF,Year 1,1/31/2013," $3,794,249,000 ",3794249000.00," $1,630,965,000 "," $1,466,067,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",,,,,,    ,,
1523,TIF,Year 2,1/31/2014," $4,031,100,000 ",4031100000.00," $1,690,700,000 "," $2,036,100,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",,,,,,    ,,
1524,TIF,Year 3,1/31/2015," $4,249,900,000 ",4249900000.00," $1,712,700,000 "," $1,645,800,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",,,,,,    ,,
1525,TIF,Year 4,1/31/2016," $4,104,900,000 ",4104900000.00," $1,613,600,000 "," $1,731,200,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",,,,,,    ,,
1526,TJX,Year 1,02-02-2013," $25,878,372,000 ",25878372000.00," $18,521,400,000 "," $4,250,446,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Apparel Retail,,,,,,    ,,
1527,TJX,Year 2,02-01-2014," $27,422,696,000 ",27422696000.00," $19,605,037,000 "," $4,467,089,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Apparel Retail,,,,,,    ,,
1528,TJX,Year 3,1/31/2015," $29,078,407,000 ",29078407000.00," $20,776,522,000 "," $4,695,384,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Apparel Retail,,,,,,    ,,
1529,TJX,Year 4,1/30/2016," $30,944,938,000 ",30944938000.00," $22,034,523,000 "," $5,205,715,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Apparel Retail,,,,,,    ,,
1530,TMK,Year 1,12/31/2012," $3,589,516,000 ",3589516000.00," $1,955,682,000 ", $-   , $-   , -   ,    ," $787,329,000 ",Financials,Life & Health Insurance,,,,,,    ,,
1531,TMK,Year 2,12/31/2013," $3,494,253,000 ",3494253000.00," $1,838,766,000 ", $-   , $-   , -   ,    ," $819,711,000 ",Financials,Life & Health Insurance,,,,,,    ,,
1532,TMK,Year 3,12/31/2014," $3,620,095,000 ",3620095000.00," $1,903,384,000 ", $-   , $-   , -   ,    ," $855,908,000 ",Financials,Life & Health Insurance,,,,,,    ,,
1533,TMK,Year 4,12/31/2015," $3,766,065,000 ",3766065000.00," $2,016,212,000 ", $-   , $-   , -   ,    ," $907,024,000 ",Financials,Life & Health Insurance,,,,,,    ,,
1534,TMO,Year 1,12/31/2012," $12,509,900,000 ",12509900000.00," $7,214,400,000 "," $3,354,900,000 "," $376,400,000 "," 376,400,000 "," 376,400,000 ", $-   ,Health Care,Health Care Equipment,,,,,," 376,400,000 ",,
1535,TMO,Year 2,12/31/2013," $13,090,300,000 ",13090300000.00," $7,561,200,000 "," $3,446,300,000 "," $395,500,000 "," 395,500,000 "," 395,500,000 ", $-   ,Health Care,Health Care Equipment,,,,,," 395,500,000 ",,
1536,TMO,Year 3,12/31/2014," $16,889,600,000 ",16889600000.00," $9,397,600,000 "," $4,896,100,000 "," $691,100,000 "," 691,100,000 "," 691,100,000 ", $-   ,Health Care,Health Care Equipment,,,,,," 691,100,000 ",,
1537,TMO,Year 4,12/31/2015," $16,965,400,000 ",16965400000.00," $9,209,500,000 "," $4,612,100,000 "," $692,300,000 "," 692,300,000 "," 692,300,000 ", $-   ,Health Care,Health Care Equipment,,,,,," 692,300,000 ",,
1538,TRIP,Year 1,12/31/2012," $763,000,000 ",763000000.00," $12,000,000 "," $429,000,000 ", $-   , -   ,    ," $26,000,000 ",Consumer Discretionary,Internet & Direct Marketing Retail,,,,,,    ,,
1539,TRIP,Year 2,12/31/2013," $945,000,000 ",945000000.00," $18,000,000 "," $597,000,000 ", $-   , -   ,    ," $36,000,000 ",Consumer Discretionary,Internet & Direct Marketing Retail,,,,,,    ,,
1540,TRIP,Year 3,12/31/2014," $1,246,000,000 ",1246000000.00," $40,000,000 "," $801,000,000 ", $-   , -   ,    ," $65,000,000 ",Consumer Discretionary,Internet & Direct Marketing Retail,,,,,,    ,,
1541,TRIP,Year 4,12/31/2015," $1,492,000,000 ",1492000000.00," $58,000,000 "," $1,109,000,000 ", $-   , -   ,    ," $93,000,000 ",Consumer Discretionary,Internet & Direct Marketing Retail,,,,,,    ,,
1542,TRV,Year 1,12/31/2013," $26,191,000,000 ",26191000000.00," $13,307,000,000 "," $3,757,000,000 ", $-   , -   ,    ," $3,821,000,000 ",Financials,Property & Casualty Insurance,,,,,,    ,,
1543,TRV,Year 2,12/31/2014," $27,174,000,000 ",27174000000.00," $13,870,000,000 "," $3,964,000,000 ", $-   , -   ,    ," $3,882,000,000 ",Financials,Property & Casualty Insurance,,,,,,    ,,
1544,TRV,Year 3,12/31/2015," $26,815,000,000 ",26815000000.00," $13,723,000,000 "," $4,094,000,000 ", $-   , -   ,    ," $3,885,000,000 ",Financials,Property & Casualty Insurance,,,,,,    ,,
1545,TRV,Year 4,12/31/2016," $27,625,000,000 ",27625000000.00," $15,070,000,000 "," $4,154,000,000 ", $-   , -   ,    ," $3,985,000,000 ",Financials,Property & Casualty Insurance,,,,,,    ,,
1546,TSCO,Year 1,12/29/2012," $4,664,120,000 ",4664120000.00," $3,098,066,000 "," $1,040,287,000 ", $-   , -   ,    ," $88,975,000 ",Consumer Discretionary,Specialty Retail,,,,,,    ,,
1547,TSCO,Year 2,12/28/2013," $5,164,784,000 ",5164784000.00," $3,411,175,000 "," $1,138,934,000 ", $-   , -   ,    ," $100,025,000 ",Consumer Discretionary,Specialty Retail,,,,,,    ,,
1548,TSCO,Year 3,12/27/2014," $5,711,715,000 ",5711715000.00," $3,761,300,000 "," $1,246,308,000 ", $-   , -   ,    ," $114,635,000 ",Consumer Discretionary,Specialty Retail,,,,,,    ,,
1549,TSCO,Year 4,12/26/2015," $6,226,507,000 ",6226507000.00," $4,083,333,000 "," $1,369,097,000 ", $-   , -   ,    ," $123,569,000 ",Consumer Discretionary,Specialty Retail,,,,,,    ,,
1550,TSN,Year 1,10-03-2013," $34,374,000,000 ",34374000000.00," $32,016,000,000 "," $983,000,000 ", $-   , -   ,    , $-   ,Consumer Staples,Packaged Foods & Meats,,,,,,    ,,
1551,TSN,Year 2,10-03-2014," $37,580,000,000 ",37580000000.00," $34,895,000,000 "," $1,255,000,000 ", $-   , -   ,    , $-   ,Consumer Staples,Packaged Foods & Meats,,,,,,    ,,
1552,TSN,Year 3,10-03-2015," $41,373,000,000 ",41373000000.00," $37,456,000,000 "," $1,748,000,000 ", $-   , -   ,    , $-   ,Consumer Staples,Packaged Foods & Meats,,,,,,    ,,
1553,TSN,Year 4,10-01-2016," $36,881,000,000 ",36881000000.00," $32,184,000,000 "," $1,864,000,000 ", $-   , -   ,    , $-   ,Consumer Staples,Packaged Foods & Meats,,,,,,    ,,
1554,TSO,Year 1,12/31/2012," $29,809,000,000 ",29809000000.00," $26,045,000,000 "," $1,702,000,000 ", $-   , -   ,    ," $418,000,000 ",Energy,Oil & Gas Refining & Marketing & Transportation,,,,,,    ,,
1555,TSO,Year 2,12/31/2013," $37,601,000,000 ",37601000000.00," $34,085,000,000 "," $2,248,000,000 ", $-   , -   ,    ," $489,000,000 ",Energy,Oil & Gas Refining & Marketing & Transportation,,,,,,    ,,
1556,TSO,Year 3,12/31/2014," $40,633,000,000 ",40633000000.00," $35,673,000,000 "," $2,762,000,000 ", $-   , -   ,    ," $562,000,000 ",Energy,Oil & Gas Refining & Marketing & Transportation,,,,,,    ,,
1557,TSO,Year 4,12/31/2015," $28,711,000,000 ",28711000000.00," $22,466,000,000 "," $2,620,000,000 ", $-   , -   ,    ," $756,000,000 ",Energy,Oil & Gas Refining & Marketing & Transportation,,,,,,    ,,
1558,TSS,Year 1,12/31/2012," $1,793,557,000 ",1793557000.00," $1,189,341,000 "," $247,597,000 ", $-   , -   ,    , $-   ,Information Technology,Internet Software & Services,,,,,,    ,,
1559,TSS,Year 2,12/31/2013," $2,064,305,000 ",2064305000.00," $1,369,438,000 "," $312,367,000 ", $-   , -   ,    , $-   ,Information Technology,Internet Software & Services,,,,,,    ,,
1560,TSS,Year 3,12/31/2014," $2,446,877,000 ",2446877000.00," $1,668,892,000 "," $346,345,000 ", $-   , -   ,    , $-   ,Information Technology,Internet Software & Services,,,,,,    ,,
1561,TSS,Year 4,12/31/2015," $2,779,541,000 ",2779541000.00," $1,855,181,000 "," $390,253,000 ", $-   , -   ,    , $-   ,Information Technology,Internet Software & Services,,,,,,    ,,
1562,TXN,Year 1,12/31/2012," $12,825,000,000 ",12825000000.00," $6,457,000,000 "," $1,804,000,000 "," $1,877,000,000 "," 1,877,000,000 "," 1,877,000,000 ", $-   ,Information Technology,Semiconductors,,,,,," 1,877,000,000 ",,
1563,TXN,Year 2,12/31/2013," $12,205,000,000 ",12205000000.00," $5,841,000,000 "," $1,858,000,000 "," $1,522,000,000 "," 1,522,000,000 "," 1,522,000,000 ", $-   ,Information Technology,Semiconductors,,,,,," 1,522,000,000 ",,
1564,TXN,Year 3,12/31/2014," $13,045,000,000 ",13045000000.00," $5,618,000,000 "," $1,843,000,000 "," $1,358,000,000 "," 1,358,000,000 "," 1,358,000,000 ", $-   ,Information Technology,Semiconductors,,,,,," 1,358,000,000 ",,
1565,TXN,Year 4,12/31/2015," $13,000,000,000 ",13000000000.00," $5,440,000,000 "," $1,748,000,000 "," $1,280,000,000 "," 1,280,000,000 "," 1,280,000,000 ", $-   ,Information Technology,Semiconductors,,,,,," 1,280,000,000 ",,
1566,TXT,Year 1,12/29/2012," $12,237,000,000 ",12237000000.00," $10,019,000,000 "," $1,165,000,000 ", $-   , -   ,    , $-   ,Industrials,Industrial Conglomerates,,,,,,    ,,
1567,TXT,Year 2,12/28/2013," $12,104,000,000 ",12104000000.00," $10,131,000,000 "," $1,126,000,000 ", $-   , -   ,    , $-   ,Industrials,Industrial Conglomerates,,,,,,    ,,
1568,TXT,Year 3,01-03-2015," $13,878,000,000 ",13878000000.00," $11,421,000,000 "," $1,361,000,000 ", $-   , -   ,    , $-   ,Industrials,Industrial Conglomerates,,,,,,    ,,
1569,TXT,Year 4,01-02-2016," $13,423,000,000 ",13423000000.00," $10,979,000,000 "," $1,304,000,000 ", $-   , -   ,    , $-   ,Industrials,Industrial Conglomerates,,,,,,    ,,
1570,UA,Year 1,12/31/2012," $1,834,921,000 ",1834921000.00," $955,624,000 "," $670,602,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",,,,,,    ,,
1571,UA,Year 2,12/31/2013," $2,332,051,000 ",2332051000.00," $1,195,381,000 "," $871,572,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",,,,,,    ,,
1572,UA,Year 3,12/31/2014," $3,084,370,000 ",3084370000.00," $1,572,164,000 "," $1,158,251,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",,,,,,    ,,
1573,UA,Year 4,12/31/2015," $3,963,313,000 ",3963313000.00," $2,057,766,000 "," $1,497,000,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",,,,,,    ,,
1574,UAA,Year 1,12/31/2012," $1,834,921,000 ",1834921000.00," $955,624,000 "," $670,602,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",,,,,,    ,,
1575,UAA,Year 2,12/31/2013," $2,332,051,000 ",2332051000.00," $1,195,381,000 "," $871,572,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",,,,,,    ,,
1576,UAA,Year 3,12/31/2014," $3,084,370,000 ",3084370000.00," $1,572,164,000 "," $1,158,251,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",,,,,,    ,,
1577,UAA,Year 4,12/31/2015," $3,963,313,000 ",3963313000.00," $2,057,766,000 "," $1,497,000,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",,,,,,    ,,
1578,UAL,Year 1,12/31/2012," $37,152,000,000 ",37152000000.00," $17,820,000,000 "," $16,448,000,000 ", $-   , -   ,    ," $1,522,000,000 ",Industrials,Airlines,,,,,,    ,,
1579,UAL,Year 2,12/31/2013," $38,279,000,000 ",38279000000.00," $17,192,000,000 "," $17,629,000,000 ", $-   , -   ,    ," $1,689,000,000 ",Industrials,Airlines,,,,,,    ,,
1580,UAL,Year 3,12/31/2014," $38,901,000,000 ",38901000000.00," $16,611,000,000 "," $17,795,000,000 ", $-   , -   ,    ," $1,679,000,000 ",Industrials,Airlines,,,,,,    ,,
1581,UAL,Year 4,12/31/2015," $37,864,000,000 ",37864000000.00," $12,130,000,000 "," $18,423,000,000 ", $-   , -   ,    ," $1,819,000,000 ",Industrials,Airlines,,,,,,    ,,
1582,UDR,Year 1,12/31/2012," $716,612,000 ",716612000.00," $245,316,000 "," $58,005,000 ", $-   , -   ,    ," $346,031,000 ",Real Estate,Residential REITs,,,,,,    ,,
1583,UDR,Year 2,12/31/2013," $758,926,000 ",758926000.00," $258,612,000 "," $37,121,000 ", $-   , -   ,    ," $346,273,000 ",Real Estate,Residential REITs,,,,,,    ,,
1584,UDR,Year 3,12/31/2014," $818,046,000 ",818046000.00," $270,741,000 "," $56,612,000 ", $-   , -   ,    ," $363,929,000 ",Real Estate,Residential REITs,,,,,,    ,,
1585,UDR,Year 4,12/31/2015," $894,638,000 ",894638000.00," $282,037,000 "," $71,733,000 ", $-   , -   ,    ," $381,277,000 ",Real Estate,Residential REITs,,,,,,    ,,
1590,ULTA,Year 1,02-02-2013," $2,220,256,000 ",2220256000.00," $1,436,582,000 "," $488,880,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Specialty Stores,,,,,,    ,,
1591,ULTA,Year 2,02-02-2014," $2,670,573,000 ",2670573000.00," $1,729,325,000 "," $596,390,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Specialty Stores,,,,,,    ,,
1592,ULTA,Year 3,1/31/2015," $3,241,369,000 ",3241369000.00," $2,104,582,000 "," $712,006,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Specialty Stores,,,,,,    ,,
1593,ULTA,Year 4,1/31/2016," $3,924,116,000 ",3924116000.00," $2,539,783,000 "," $863,354,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Specialty Stores,,,,,,    ,,
1594,UNH,Year 1,12/31/2013," $122,489,000,000 ",122489000000.00," $89,659,000,000 ", $-   , $-   , -   ,    ," $23,207,000,000 ",Health Care,Managed Health Care,,,,,,    ,,
1595,UNH,Year 2,12/31/2014," $130,474,000,000 ",130474000000.00," $93,633,000,000 ", $-   , $-   , -   ,    ," $26,567,000,000 ",Health Care,Managed Health Care,,,,,,    ,,
1596,UNH,Year 3,12/31/2015," $157,107,000,000 ",157107000000.00," $103,875,000,000 ", $-   , $-   , -   ,    ," $42,211,000,000 ",Health Care,Managed Health Care,,,,,,    ,,
1597,UNH,Year 4,12/31/2016," $184,840,000,000 ",184840000000.00," $117,038,000,000 ", $-   , $-   , -   ,    ," $54,872,000,000 ",Health Care,Managed Health Care,,,,,,    ,,
1598,UNM,Year 1,12/31/2012," $10,515,400,000 ",10515400000.00," $7,172,100,000 "," $786,800,000 ", $-   , -   ,    ," $1,161,600,000 ",Financials,Diversified Financial Services,,,,,,    ,,
1599,UNM,Year 2,12/31/2013," $10,368,600,000 ",10368600000.00," $7,038,400,000 "," $790,400,000 ", $-   , -   ,    ," $1,170,400,000 ",Financials,Diversified Financial Services,,,,,,    ,,
1600,UNM,Year 3,12/31/2014," $10,524,500,000 ",10524500000.00," $7,722,100,000 "," $820,900,000 ", $-   , -   ,    ," $1,272,000,000 ",Financials,Diversified Financial Services,,,,,,    ,,
1601,UNM,Year 4,12/31/2015," $10,731,300,000 ",10731300000.00," $7,209,400,000 "," $835,100,000 ", $-   , -   ,    ," $1,295,700,000 ",Financials,Diversified Financial Services,,,,,,    ,,
1602,UNP,Year 1,12/31/2013," $21,963,000,000 ",21963000000.00," $5,849,000,000 "," $6,891,000,000 ", $-   , -   ,    ," $1,777,000,000 ",Industrials,Railroads,,,,,,    ,,
1603,UNP,Year 2,12/31/2014," $23,988,000,000 ",23988000000.00," $6,097,000,000 "," $7,234,000,000 ", $-   , -   ,    ," $1,904,000,000 ",Industrials,Railroads,,,,,,    ,,
1604,UNP,Year 3,12/31/2015," $21,813,000,000 ",21813000000.00," $4,434,000,000 "," $7,315,000,000 ", $-   , -   ,    ," $2,012,000,000 ",Industrials,Railroads,,,,,,    ,,
1605,UNP,Year 4,12/31/2016," $19,941,000,000 ",19941000000.00," $3,747,000,000 "," $6,884,000,000 ", $-   , -   ,    ," $2,038,000,000 ",Industrials,Railroads,,,,,,    ,,
1606,UPS,Year 1,12/31/2012," $54,127,000,000 ",54127000000.00," $13,574,000,000 "," $37,352,000,000 ", $-   , -   ,    ," $1,858,000,000 ",Industrials,Air Freight & Logistics,,,,,,    ,,
1607,UPS,Year 2,12/31/2013," $55,438,000,000 ",55438000000.00," $13,703,000,000 "," $32,834,000,000 ", $-   , -   ,    ," $1,867,000,000 ",Industrials,Air Freight & Logistics,,,,,,    ,,
1608,UPS,Year 3,12/31/2014," $58,232,000,000 ",58232000000.00," $14,758,000,000 "," $36,583,000,000 ", $-   , -   ,    ," $1,923,000,000 ",Industrials,Air Freight & Logistics,,,,,,    ,,
1609,UPS,Year 4,12/31/2015," $58,363,000,000 ",58363000000.00," $12,947,000,000 "," $35,664,000,000 ", $-   , -   ,    ," $2,084,000,000 ",Industrials,Air Freight & Logistics,,,,,,    ,,
1610,URBN,Year 1,1/31/2013," $2,794,925,000 ",2794925000.00," $1,763,394,000 "," $657,246,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Apparel Retail,,,,,,    ,,
1611,URBN,Year 2,1/31/2014," $3,086,608,000 ",3086608000.00," $1,925,266,000 "," $734,511,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Apparel Retail,,,,,,    ,,
1612,URBN,Year 3,1/31/2015," $3,323,077,000 ",3323077000.00," $2,148,147,000 "," $809,545,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Apparel Retail,,,,,,    ,,
1613,URBN,Year 4,1/31/2016," $3,445,134,000 ",3445134000.00," $2,243,232,000 "," $848,323,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Apparel Retail,,,,,,    ,,
1614,USB,Year 1,7/31/2013," $2,436,948,000 ",2436948000.00," $1,589,821,000 "," $441,168,000 "," $62,630,000 "," 62,630,000 "," 62,630,000 ", $-   ,Financials,Banks,,,,,," 62,630,000 ",,
1615,USB,Year 2,7/31/2014," $2,473,500,000 ",2473500000.00," $1,595,700,000 "," $460,300,000 "," $61,800,000 "," 61,800,000 "," 61,800,000 ", $-   ,Financials,Banks,,,,,," 61,800,000 ",,
1616,USB,Year 3,7/31/2015," $2,371,200,000 ",2371200000.00," $1,562,600,000 "," $460,100,000 "," $60,200,000 "," 60,200,000 "," 60,200,000 ", $-   ,Financials,Banks,,,,,," 60,200,000 ",,
1617,USB,Year 4,7/31/2016," $2,220,300,000 ",2220300000.00," $1,465,500,000 "," $425,100,000 "," $55,500,000 "," 55,500,000 "," 55,500,000 ", $-   ,Financials,Banks,,,,,," 55,500,000 ",,
1618,UTX,Year 1,12/31/2013," $56,600,000,000 ",56600000000.00," $40,468,000,000 "," $5,241,000,000 "," $2,342,000,000 "," 2,342,000,000 "," 2,342,000,000 ", $-   ,Industrials,Industrial Conglomerates,,,,,," 2,342,000,000 ",,
1619,UTX,Year 2,12/31/2014," $57,900,000,000 ",57900000000.00," $40,898,000,000 "," $4,934,000,000 "," $2,475,000,000 "," 2,475,000,000 "," 2,475,000,000 ", $-   ,Industrials,Industrial Conglomerates,,,,,," 2,475,000,000 ",,
1620,UTX,Year 3,12/31/2015," $56,098,000,000 ",56098000000.00," $40,431,000,000 "," $6,097,000,000 "," $2,279,000,000 "," 2,279,000,000 "," 2,279,000,000 ", $-   ,Industrials,Industrial Conglomerates,,,,,," 2,279,000,000 ",,
